id;amount;status;created_at;updated_at;user_id;moderated_at;deleted_account_id;reimbursement_date;cash_request_received_date;money_back_date;transfer_type;send_at;recovery_status;reco_creation;reco_last_update;payback_delay_days;payback_delay_days_cifra
2035;100.0;money_back;19/05/2020;09/06/2020;1017.0;19/05/2020;;;21/05/2020;09/06/2020;regular;;;;;<19 * Days>;19
1205;100.0;money_back;15/04/2020;25/05/2020;3162.0;16/04/2020;;15/05/2020;17/04/2020;25/05/2020;regular;;;;;<38 * Days>;38
2101;100.0;money_back;21/05/2020;09/06/2020;9255.0;22/05/2020;;;23/05/2020;09/06/2020;regular;;;;;<17 * Days>;17
1470;50.0;money_back;30/04/2020;25/05/2020;4508.0;30/04/2020;;15/05/2020;04/05/2020;25/05/2020;regular;;;;;<21 * Days>;21
1800;100.0;money_back;15/05/2020;10/06/2020;2002.0;15/05/2020;;;15/05/2020;10/06/2020;regular;;;;;<26 * Days>;26
1725;60.0;money_back;13/05/2020;10/06/2020;1381.0;13/05/2020;;;14/05/2020;10/06/2020;regular;;;;;<27 * Days>;27
2046;25.0;money_back;19/05/2020;19/06/2020;1159.0;20/05/2020;;;20/05/2020;19/06/2020;regular;;;;;<30 * Days>;30
1565;100.0;money_back;05/05/2020;11/06/2020;6538.0;05/05/2020;;;08/05/2020;11/06/2020;regular;;;;;<34 * Days>;34
2209;100.0;money_back;27/05/2020;11/06/2020;7607.0;27/05/2020;;;30/05/2020;11/06/2020;regular;;;;;<12 * Days>;12
2240;50.0;money_back;28/05/2020;14/06/2020;6162.0;28/05/2020;;12/06/2020;30/05/2020;14/06/2020;regular;;completed;14/06/2020;14/06/2020;<15 * Days>;15
1936;50.0;money_back;16/05/2020;11/06/2020;5284.0;17/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1962;100.0;money_back;18/05/2020;11/06/2020;7884.0;18/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2916;100.0;money_back;10/06/2020;18/12/2020;1355.0;10/06/2020;;;11/06/2020;03/07/2020;regular;;;;;<22 * Days>;22
2089;1.0;money_back;21/05/2020;09/06/2020;8986.0;21/05/2020;;04/06/2020;22/05/2020;09/06/2020;regular;;;;;<18 * Days>;18
2132;100.0;money_back;22/05/2020;10/06/2020;9466.0;23/05/2020;;01/06/2020;26/05/2020;10/06/2020;regular;;;;;<15 * Days>;15
2256;100.0;money_back;28/05/2020;17/06/2020;10035.0;29/05/2020;;;30/05/2020;17/06/2020;regular;;;;;<18 * Days>;18
1748;50.0;money_back;13/05/2020;09/06/2020;1776.0;14/05/2020;;;15/05/2020;09/06/2020;regular;;;;;<25 * Days>;25
1803;100.0;direct_debit_rejected;15/05/2020;11/08/2020;1779.0;15/05/2020;;;18/05/2020;11/06/2020;regular;;pending;12/06/2020;11/08/2020;<24 * Days>;24
1512;100.0;money_back;01/05/2020;19/05/2020;;01/05/2020;3337.0;11/05/2020;04/05/2020;19/05/2020;regular;;;;;<15 * Days>;15
2063;100.0;money_back;20/05/2020;11/06/2020;;20/05/2020;3337.0;;23/05/2020;11/06/2020;regular;;;;;<19 * Days>;19
1970;100.0;money_back;18/05/2020;11/06/2020;9269.0;18/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
1720;100.0;money_back;13/05/2020;17/06/2020;2630.0;13/05/2020;;;14/05/2020;17/06/2020;regular;;;;;<34 * Days>;34
2143;50.0;money_back;23/05/2020;11/06/2020;6931.0;24/05/2020;;06/06/2020;26/05/2020;11/06/2020;regular;;;;;<16 * Days>;16
1590;100.0;money_back;06/05/2020;11/06/2020;8773.0;06/05/2020;;;07/05/2020;11/06/2020;regular;;;;;<35 * Days>;35
1744;100.0;money_back;13/05/2020;11/06/2020;6784.0;14/05/2020;;;15/05/2020;11/06/2020;regular;;;;;<27 * Days>;27
2033;100.0;money_back;19/05/2020;17/06/2020;;21/05/2020;3255.0;;22/05/2020;17/06/2020;regular;;;;;<26 * Days>;26
1771;100.0;money_back;14/05/2020;11/06/2020;2977.0;14/05/2020;;;16/05/2020;11/06/2020;regular;;;;;<26 * Days>;26
2241;100.0;money_back;28/05/2020;13/06/2020;8496.0;28/05/2020;;;29/05/2020;13/06/2020;regular;;;;;<15 * Days>;15
2160;100.0;money_back;25/05/2020;07/07/2020;7091.0;25/05/2020;;05/07/2020;27/05/2020;07/07/2020;regular;;;;;<41 * Days>;41
14978;50.0;money_back;07/09/2020;18/12/2020;38553.0;07/09/2020;;;09/09/2020;13/10/2020;instant;14/09/2020;;;;<34 * Days>;34
2018;100.0;money_back;19/05/2020;18/06/2020;;19/05/2020;13399.0;;20/05/2020;18/06/2020;regular;;;;;<29 * Days>;29
1879;100.0;money_back;15/05/2020;18/06/2020;8924.0;16/05/2020;;14/06/2020;19/05/2020;18/06/2020;regular;;;;;<30 * Days>;30
1815;100.0;money_back;15/05/2020;15/06/2020;7993.0;19/05/2020;;;20/05/2020;15/06/2020;regular;;;;;<26 * Days>;26
1397;100.0;money_back;27/04/2020;28/05/2020;;29/04/2020;13975.0;27/05/2020;30/04/2020;28/05/2020;regular;;completed;28/05/2020;28/05/2020;<28 * Days>;28
1722;100.0;money_back;13/05/2020;09/06/2020;7971.0;13/05/2020;;;14/05/2020;09/06/2020;regular;;;;;<26 * Days>;26
1945;100.0;money_back;17/05/2020;09/06/2020;5264.0;18/05/2020;;;19/05/2020;09/06/2020;regular;;;;;<21 * Days>;21
2133;50.0;money_back;23/05/2020;09/06/2020;8787.0;23/05/2020;;;26/05/2020;09/06/2020;regular;;;;;<14 * Days>;14
2186;100.0;money_back;26/05/2020;11/06/2020;9547.0;26/05/2020;;;29/05/2020;11/06/2020;regular;;;;;<13 * Days>;13
2126;50.0;money_back;22/05/2020;10/06/2020;9442.0;23/05/2020;;;26/05/2020;10/06/2020;regular;;;;;<15 * Days>;15
1575;100.0;money_back;05/05/2020;10/06/2020;8985.0;06/05/2020;;;08/05/2020;10/06/2020;regular;;;;;<33 * Days>;33
2299;100.0;money_back;29/05/2020;11/06/2020;2206.0;29/05/2020;;;01/06/2020;11/06/2020;regular;;;;;<10 * Days>;10
2155;100.0;money_back;25/05/2020;11/06/2020;90.0;25/05/2020;;;28/05/2020;11/06/2020;regular;;;;;<14 * Days>;14
1732;200.0;money_back;13/05/2020;11/06/2020;4297.0;14/05/2020;;;15/05/2020;11/06/2020;regular;;;;;<27 * Days>;27
2061;100.0;money_back;20/05/2020;11/06/2020;7619.0;20/05/2020;;;22/05/2020;11/06/2020;regular;;;;;<20 * Days>;20
1639;100.0;money_back;08/05/2020;11/06/2020;3100.0;09/05/2020;;;11/05/2020;11/06/2020;regular;;;;;<31 * Days>;31
1938;100.0;money_back;16/05/2020;12/06/2020;6439.0;17/05/2020;;;20/05/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<23 * Days>;23
1819;100.0;money_back;15/05/2020;11/06/2020;7210.0;15/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2176;100.0;money_back;26/05/2020;11/06/2020;7577.0;26/05/2020;;;29/05/2020;11/06/2020;regular;;;;;<13 * Days>;13
2357;100.0;money_back;30/05/2020;15/06/2020;10938.0;30/05/2020;;10/06/2020;02/06/2020;15/06/2020;regular;;;;;<13 * Days>;13
1631;100.0;money_back;08/05/2020;19/06/2020;7303.0;08/05/2020;;16/06/2020;11/05/2020;19/06/2020;regular;;;;;<39 * Days>;39
1979;100.0;money_back;18/05/2020;09/06/2020;8507.0;19/05/2020;;;20/05/2020;09/06/2020;regular;;;;;<20 * Days>;20
1980;50.0;money_back;18/05/2020;09/06/2020;8412.0;19/05/2020;;;20/05/2020;09/06/2020;regular;;;;;<20 * Days>;20
2401;100.0;money_back;31/05/2020;19/06/2020;11774.0;01/06/2020;;15/06/2020;03/06/2020;19/06/2020;regular;;;;;<16 * Days>;16
24460;25.0;money_back;25/10/2020;27/01/2021;86577.0;;;;27/10/2020;27/01/2021;instant;25/10/2020;completed;09/12/2020;27/01/2021;<92 * Days>;92
1929;100.0;money_back;16/05/2020;11/06/2020;7739.0;16/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1934;100.0;money_back;16/05/2020;11/06/2020;8344.0;17/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1788;100.0;money_back;14/05/2020;10/06/2020;161.0;15/05/2020;;;15/05/2020;10/06/2020;regular;;;;;<26 * Days>;26
1919;100.0;money_back;16/05/2020;09/06/2020;6900.0;17/05/2020;;;20/05/2020;09/06/2020;regular;;;;;<20 * Days>;20
1456;100.0;direct_debit_rejected;29/04/2020;09/06/2020;8379.0;30/04/2020;;;05/05/2020;04/06/2020;regular;;pending;08/06/2020;09/06/2020;<30 * Days>;30
1840;100.0;money_back;15/05/2020;10/06/2020;3258.0;15/05/2020;;;19/05/2020;10/06/2020;regular;;;;;<22 * Days>;22
2233;100.0;money_back;28/05/2020;10/06/2020;3309.0;28/05/2020;;;31/05/2020;10/06/2020;regular;;completed;10/06/2020;10/06/2020;<10 * Days>;10
1958;100.0;money_back;17/05/2020;19/06/2020;8292.0;18/05/2020;;;19/05/2020;19/06/2020;regular;;;;;<31 * Days>;31
2190;50.0;money_back;26/05/2020;09/06/2020;8707.0;26/05/2020;;07/06/2020;28/05/2020;09/06/2020;regular;;;;;<12 * Days>;12
1948;50.0;money_back;17/05/2020;11/06/2020;4916.0;17/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1816;100.0;money_back;15/05/2020;11/06/2020;6757.0;16/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
1634;100.0;money_back;08/05/2020;11/06/2020;5295.0;08/05/2020;;;13/05/2020;11/06/2020;regular;;;;;<29 * Days>;29
2212;100.0;money_back;27/05/2020;12/06/2020;7229.0;02/06/2020;;;05/06/2020;12/06/2020;regular;;;;;<7 * Days>;7
1797;100.0;money_back;14/05/2020;11/06/2020;6379.0;15/05/2020;;;16/05/2020;11/06/2020;regular;;;;;<26 * Days>;26
1626;100.0;money_back;08/05/2020;11/06/2020;6829.0;08/05/2020;;;11/05/2020;11/06/2020;regular;;;;;<31 * Days>;31
1928;50.0;money_back;16/05/2020;11/06/2020;6879.0;16/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
1763;100.0;money_back;14/05/2020;11/06/2020;7475.0;14/05/2020;;;15/05/2020;11/06/2020;regular;;;;;<27 * Days>;27
127;100.0;money_back;12/12/2019;28/02/2020;513.0;13/12/2019;;11/01/2020;16/12/2019;28/02/2020;regular;;;;;<74 * Days>;74
797;10.0;money_back;05/03/2020;18/03/2020;860.0;06/03/2020;;12/03/2020;06/03/2020;18/03/2020;regular;;;;;<12 * Days>;12
1082;100.0;money_back;08/04/2020;28/04/2020;5393.0;08/04/2020;;23/04/2020;09/04/2020;28/04/2020;regular;;completed;27/04/2020;28/04/2020;<19 * Days>;19
1202;100.0;money_back;15/04/2020;04/05/2020;6090.0;15/04/2020;;22/04/2020;18/04/2020;04/05/2020;regular;;completed;27/04/2020;04/05/2020;<16 * Days>;16
1905;100.0;money_back;16/05/2020;12/06/2020;2852.0;16/05/2020;;;18/05/2020;12/06/2020;regular;;;;;<25 * Days>;25
2316;60.0;money_back;29/05/2020;17/06/2020;9928.0;30/05/2020;;;02/06/2020;17/06/2020;regular;;;;;<15 * Days>;15
2088;100.0;money_back;21/05/2020;09/06/2020;5769.0;21/05/2020;;05/06/2020;22/05/2020;09/06/2020;regular;;completed;09/06/2020;09/06/2020;<18 * Days>;18
2180;100.0;money_back;26/05/2020;10/06/2020;3046.0;26/05/2020;;;29/05/2020;10/06/2020;regular;;;;;<12 * Days>;12
6749;100.0;money_back;06/07/2020;13/01/2021;29041.0;06/07/2020;;16/07/2020;08/07/2020;13/01/2021;regular;;completed;23/07/2020;13/01/2021;<189 * Days>;189
1703;100.0;money_back;12/05/2020;29/05/2020;8721.0;13/05/2020;;26/05/2020;13/05/2020;29/05/2020;regular;;completed;29/05/2020;29/05/2020;<16 * Days>;16
1736;50.0;money_back;13/05/2020;09/06/2020;8908.0;14/05/2020;;;15/05/2020;09/06/2020;regular;;;;;<25 * Days>;25
1900;70.0;money_back;16/05/2020;10/06/2020;7635.0;16/05/2020;;;18/05/2020;10/06/2020;regular;;;;;<23 * Days>;23
2020;100.0;money_back;19/05/2020;01/07/2020;2827.0;10/06/2020;;;11/06/2020;01/07/2020;regular;;;;;<20 * Days>;20
1757;100.0;money_back;14/05/2020;09/06/2020;7162.0;14/05/2020;;;15/05/2020;09/06/2020;regular;;;;;<25 * Days>;25
1047;100.0;money_back;05/04/2020;05/05/2020;;05/04/2020;1310.0;12/04/2020;07/04/2020;05/05/2020;regular;;completed;05/05/2020;05/05/2020;<28 * Days>;28
2238;100.0;money_back;28/05/2020;22/06/2020;9666.0;28/05/2020;;20/06/2020;30/05/2020;22/06/2020;regular;;;;;<23 * Days>;23
1997;100.0;money_back;18/05/2020;11/06/2020;9199.0;19/05/2020;;;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
2359;100.0;money_back;30/05/2020;17/06/2020;11641.0;30/05/2020;;11/06/2020;02/06/2020;17/06/2020;regular;;;;;<15 * Days>;15
2245;100.0;money_back;28/05/2020;18/06/2020;8231.0;28/05/2020;;12/06/2020;30/05/2020;18/06/2020;regular;;;;;<19 * Days>;19
2130;100.0;money_back;22/05/2020;11/06/2020;682.0;24/05/2020;;05/06/2020;26/05/2020;11/06/2020;regular;;;;;<16 * Days>;16
1874;100.0;money_back;15/05/2020;06/07/2020;4763.0;16/05/2020;;;18/05/2020;06/07/2020;regular;;completed;12/06/2020;14/07/2020;<49 * Days>;49
1707;100.0;money_back;12/05/2020;10/06/2020;5038.0;14/05/2020;;;16/05/2020;10/06/2020;regular;;;;;<25 * Days>;25
4610;99.0;money_back;22/06/2020;18/12/2020;20022.0;22/06/2020;;02/07/2020;25/06/2020;04/07/2020;regular;;;;;<9 * Days>;9
1669;100.0;direct_debit_rejected;10/05/2020;31/07/2020;7518.0;11/05/2020;;;12/05/2020;04/06/2020;regular;;pending;08/06/2020;31/07/2020;<23 * Days>;23
2149;100.0;money_back;24/05/2020;11/06/2020;8311.0;24/05/2020;;;25/05/2020;11/06/2020;regular;;;;;<17 * Days>;17
1904;100.0;money_back;16/05/2020;11/06/2020;2015.0;16/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2065;100.0;money_back;20/05/2020;11/06/2020;1227.0;20/05/2020;;;23/05/2020;11/06/2020;regular;;;;;<19 * Days>;19
1779;100.0;money_back;14/05/2020;11/06/2020;5299.0;14/05/2020;;;15/05/2020;11/06/2020;regular;;;;;<27 * Days>;27
1969;100.0;money_back;18/05/2020;11/06/2020;9342.0;18/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2131;50.0;money_back;22/05/2020;11/06/2020;8541.0;23/05/2020;;;26/05/2020;11/06/2020;regular;;;;;<16 * Days>;16
2318;100.0;money_back;29/05/2020;12/06/2020;10894.0;30/05/2020;;08/06/2020;02/06/2020;12/06/2020;regular;;;;;<10 * Days>;10
1566;100.0;money_back;05/05/2020;04/08/2020;907.0;05/05/2020;;;06/05/2020;04/08/2020;regular;;completed;16/07/2020;04/08/2020;<90 * Days>;90
1668;100.0;money_back;10/05/2020;07/07/2020;9133.0;11/05/2020;;;12/05/2020;07/07/2020;regular;;;;;<56 * Days>;56
2244;80.0;money_back;28/05/2020;18/06/2020;8653.0;28/05/2020;;12/06/2020;30/05/2020;18/06/2020;regular;;;;;<19 * Days>;19
2013;100.0;money_back;19/05/2020;09/06/2020;;19/05/2020;12006.0;;20/05/2020;09/06/2020;regular;;;;;<20 * Days>;20
2390;1.0;money_back;31/05/2020;16/06/2020;9973.0;31/05/2020;;;03/06/2020;16/06/2020;regular;;;;;<13 * Days>;13
2189;60.0;money_back;26/05/2020;11/06/2020;4508.0;26/05/2020;;;29/05/2020;11/06/2020;regular;;;;;<13 * Days>;13
1804;100.0;money_back;15/05/2020;12/06/2020;5963.0;15/05/2020;;;17/05/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<26 * Days>;26
1814;100.0;money_back;15/05/2020;10/06/2020;2501.0;15/05/2020;;;19/05/2020;10/06/2020;regular;;;;;<22 * Days>;22
1586;100.0;money_back;06/05/2020;11/06/2020;6938.0;06/05/2020;;;07/05/2020;11/06/2020;regular;;;;;<35 * Days>;35
2093;100.0;money_back;21/05/2020;14/06/2020;9362.0;21/05/2020;;;23/05/2020;14/06/2020;regular;;;;;<22 * Days>;22
1534;100.0;money_back;03/05/2020;26/05/2020;8855.0;03/05/2020;;18/05/2020;05/05/2020;26/05/2020;regular;;;;;<21 * Days>;21
2058;100.0;money_back;20/05/2020;11/06/2020;8087.0;20/05/2020;;;22/05/2020;11/06/2020;regular;;;;;<20 * Days>;20
1826;100.0;money_back;15/05/2020;19/06/2020;6198.0;15/05/2020;;;18/05/2020;19/06/2020;regular;;;;;<32 * Days>;32
1841;100.0;money_back;15/05/2020;19/06/2020;3131.0;15/05/2020;;;19/05/2020;19/06/2020;regular;;;;;<31 * Days>;31
1914;100.0;money_back;16/05/2020;10/06/2020;9304.0;16/05/2020;;;19/05/2020;10/06/2020;regular;;;;;<22 * Days>;22
2103;100.0;money_back;21/05/2020;10/06/2020;4616.0;22/05/2020;;;26/05/2020;10/06/2020;regular;;completed;10/06/2020;10/06/2020;<15 * Days>;15
2322;100.0;money_back;29/05/2020;17/06/2020;10786.0;30/05/2020;;;02/06/2020;17/06/2020;regular;;;;;<15 * Days>;15
1681;100.0;money_back;11/05/2020;30/06/2020;6646.0;12/05/2020;;02/06/2020;13/05/2020;30/06/2020;regular;;completed;10/06/2020;30/06/2020;<48 * Days>;48
2048;100.0;money_back;19/05/2020;11/06/2020;9366.0;20/05/2020;;;21/05/2020;11/06/2020;regular;;;;;<21 * Days>;21
1984;100.0;money_back;18/05/2020;30/06/2020;8726.0;30/05/2020;;;02/06/2020;30/06/2020;regular;;completed;10/06/2020;02/07/2020;<28 * Days>;28
2377;100.0;money_back;30/05/2020;22/06/2020;10275.0;31/05/2020;;;03/06/2020;22/06/2020;regular;;;;;<19 * Days>;19
1726;100.0;money_back;13/05/2020;13/06/2020;2417.0;13/05/2020;;;15/05/2020;13/06/2020;regular;;;;;<29 * Days>;29
2095;100.0;money_back;21/05/2020;12/06/2020;5204.0;21/05/2020;;;23/05/2020;12/06/2020;regular;;;;;<20 * Days>;20
1930;100.0;money_back;16/05/2020;11/06/2020;2060.0;16/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2194;100.0;money_back;26/05/2020;11/06/2020;3558.0;27/05/2020;;;28/05/2020;11/06/2020;regular;;;;;<14 * Days>;14
1833;100.0;money_back;15/05/2020;11/06/2020;2197.0;15/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
2214;50.0;money_back;27/05/2020;11/06/2020;2102.0;27/05/2020;;;28/05/2020;11/06/2020;regular;;;;;<14 * Days>;14
1971;80.0;money_back;18/05/2020;10/06/2020;810.0;22/05/2020;;;25/05/2020;10/06/2020;regular;;;;;<16 * Days>;16
2075;100.0;money_back;20/05/2020;06/08/2020;2295.0;29/05/2020;;;01/06/2020;06/08/2020;regular;;completed;12/06/2020;06/08/2020;<66 * Days>;66
2394;100.0;money_back;31/05/2020;18/06/2020;12015.0;01/06/2020;;;04/06/2020;18/06/2020;regular;;;;;<14 * Days>;14
2074;100.0;money_back;20/05/2020;09/06/2020;9371.0;21/05/2020;;;21/05/2020;09/06/2020;regular;;;;;<19 * Days>;19
1837;100.0;money_back;15/05/2020;11/06/2020;2539.0;15/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2229;100.0;money_back;28/05/2020;11/06/2020;9622.0;28/05/2020;;;31/05/2020;11/06/2020;regular;;;;;<11 * Days>;11
2102;100.0;money_back;21/05/2020;11/06/2020;8545.0;22/05/2020;;;25/05/2020;11/06/2020;regular;;;;;<17 * Days>;17
1912;100.0;money_back;16/05/2020;10/06/2020;271.0;16/05/2020;;;18/05/2020;10/06/2020;regular;;;;;<23 * Days>;23
2358;100.0;money_back;30/05/2020;10/11/2020;11648.0;;;;02/06/2020;10/11/2020;regular;;completed;19/10/2020;10/11/2020;<161 * Days>;161
1918;100.0;money_back;16/05/2020;11/06/2020;1361.0;16/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1645;100.0;money_back;09/05/2020;11/06/2020;7704.0;09/05/2020;;;11/05/2020;11/06/2020;regular;;;;;<31 * Days>;31
2017;100.0;money_back;19/05/2020;10/06/2020;8522.0;19/05/2020;;;21/05/2020;10/06/2020;regular;;completed;10/06/2020;10/06/2020;<20 * Days>;20
2091;100.0;money_back;21/05/2020;09/06/2020;6276.0;21/05/2020;;;24/05/2020;09/06/2020;regular;;;;;<16 * Days>;16
2025;100.0;money_back;19/05/2020;11/06/2020;1861.0;19/05/2020;;;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
1895;100.0;money_back;16/05/2020;11/06/2020;3219.0;16/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2067;100.0;money_back;20/05/2020;11/06/2020;1324.0;20/05/2020;;;22/05/2020;11/06/2020;regular;;;;;<20 * Days>;20
2066;100.0;money_back;20/05/2020;11/06/2020;8247.0;20/05/2020;;;23/05/2020;11/06/2020;regular;;;;;<19 * Days>;19
2062;100.0;money_back;20/05/2020;11/06/2020;1106.0;20/05/2020;;;21/05/2020;11/06/2020;regular;;;;;<21 * Days>;21
2275;100.0;money_back;29/05/2020;11/06/2020;10759.0;29/05/2020;;;01/06/2020;11/06/2020;regular;;;;;<10 * Days>;10
1821;100.0;money_back;15/05/2020;11/06/2020;2653.0;15/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
2185;100.0;money_back;26/05/2020;07/07/2020;7764.0;26/05/2020;;;28/05/2020;07/07/2020;regular;;completed;12/06/2020;14/07/2020;<40 * Days>;40
2236;100.0;money_back;28/05/2020;17/06/2020;9675.0;28/05/2020;;;29/05/2020;17/06/2020;regular;;;;;<19 * Days>;19
1848;100.0;money_back;15/05/2020;11/06/2020;7731.0;15/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
2276;100.0;money_back;29/05/2020;10/06/2020;10555.0;29/05/2020;;09/06/2020;30/05/2020;10/06/2020;regular;;;;;<11 * Days>;11
2216;100.0;money_back;27/05/2020;10/06/2020;9572.0;27/05/2020;;;30/05/2020;10/06/2020;regular;;;;;<11 * Days>;11
1567;100.0;money_back;05/05/2020;09/06/2020;8890.0;05/05/2020;;;07/05/2020;09/06/2020;regular;;;;;<33 * Days>;33
2331;100.0;money_back;29/05/2020;12/06/2020;10429.0;30/05/2020;;13/06/2020;01/06/2020;12/06/2020;regular;;;;;<11 * Days>;11
1801;100.0;money_back;15/05/2020;19/06/2020;8694.0;16/05/2020;;;18/05/2020;19/06/2020;regular;;;;;<32 * Days>;32
1818;100.0;money_back;15/05/2020;10/06/2020;9272.0;15/05/2020;;;18/05/2020;10/06/2020;regular;;completed;10/06/2020;10/06/2020;<23 * Days>;23
1820;100.0;money_back;15/05/2020;19/06/2020;6090.0;15/05/2020;;;19/05/2020;19/06/2020;regular;;;;;<31 * Days>;31
1949;100.0;money_back;17/05/2020;19/06/2020;2492.0;17/05/2020;;;18/05/2020;19/06/2020;regular;;;;;<32 * Days>;32
2019;50.0;money_back;19/05/2020;19/06/2020;4868.0;20/05/2020;;;22/05/2020;19/06/2020;regular;;;;;<28 * Days>;28
1473;100.0;money_back;30/04/2020;11/06/2020;7882.0;30/04/2020;;;05/05/2020;11/06/2020;regular;;;;;<37 * Days>;37
1974;50.0;money_back;18/05/2020;11/06/2020;8700.0;19/05/2020;;;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
1704;100.0;money_back;12/05/2020;10/06/2020;7641.0;13/05/2020;;06/06/2020;14/05/2020;10/06/2020;regular;;;;;<27 * Days>;27
1793;100.0;money_back;14/05/2020;12/06/2020;6823.0;15/05/2020;;;19/05/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<24 * Days>;24
2049;100.0;money_back;19/05/2020;11/06/2020;1420.0;20/05/2020;;03/06/2020;21/05/2020;11/06/2020;regular;;;;;<21 * Days>;21
1601;100.0;money_back;06/05/2020;10/06/2020;6567.0;06/05/2020;;;07/05/2020;10/06/2020;regular;;;;;<34 * Days>;34
2365;100.0;money_back;30/05/2020;12/06/2020;11059.0;31/05/2020;;;03/06/2020;12/06/2020;regular;;;;;<9 * Days>;9
1508;50.0;money_back;01/05/2020;21/05/2020;;01/05/2020;2128.0;;04/05/2020;21/05/2020;regular;;;;;<17 * Days>;17
2004;100.0;money_back;19/05/2020;10/06/2020;5125.0;19/05/2020;;;20/05/2020;10/06/2020;regular;;;;;<21 * Days>;21
20229;100.0;money_back;09/10/2020;18/12/2020;66362.0;;;;13/10/2020;06/11/2020;instant;09/10/2020;;;;<24 * Days>;24
2347;70.0;money_back;30/05/2020;05/07/2020;9752.0;30/05/2020;;;02/06/2020;05/07/2020;regular;;completed;05/07/2020;05/07/2020;<33 * Days>;33
1883;100.0;money_back;15/05/2020;11/06/2020;6410.0;16/05/2020;;04/06/2020;18/05/2020;11/06/2020;regular;;completed;11/06/2020;11/06/2020;<24 * Days>;24
2397;100.0;money_back;31/05/2020;15/06/2020;11794.0;01/06/2020;;10/06/2020;04/06/2020;15/06/2020;regular;;;;;<11 * Days>;11
2086;100.0;money_back;21/05/2020;10/06/2020;1487.0;22/05/2020;;;26/05/2020;10/06/2020;regular;;;;;<15 * Days>;15
1598;100.0;money_back;06/05/2020;11/06/2020;8199.0;06/05/2020;;;07/05/2020;11/06/2020;regular;;;;;<35 * Days>;35
2273;100.0;money_back;28/05/2020;12/06/2020;10606.0;29/05/2020;;;30/05/2020;12/06/2020;regular;;;;;<13 * Days>;13
2277;100.0;money_back;29/05/2020;13/06/2020;10810.0;29/05/2020;;13/06/2020;29/05/2020;13/06/2020;regular;;;;;<15 * Days>;15
1886;100.0;money_back;15/05/2020;11/06/2020;3121.0;16/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
1405;100.0;money_back;28/04/2020;05/06/2020;4375.0;28/04/2020;;;12/05/2020;05/06/2020;regular;;;;;<24 * Days>;24
1595;100.0;money_back;06/05/2020;11/06/2020;5924.0;06/05/2020;;;07/05/2020;11/06/2020;regular;;;;;<35 * Days>;35
2485;100.0;money_back;02/06/2020;18/12/2020;12412.0;03/06/2020;;;05/06/2020;03/07/2020;regular;;;;;<28 * Days>;28
1782;100.0;money_back;14/05/2020;12/06/2020;430.0;14/05/2020;;;16/05/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<27 * Days>;27
2218;100.0;money_back;27/05/2020;12/06/2020;6385.0;28/05/2020;;11/06/2020;29/05/2020;12/06/2020;regular;;;;;<14 * Days>;14
1852;100.0;money_back;15/05/2020;10/06/2020;6725.0;04/06/2020;;;07/06/2020;10/06/2020;regular;;;;;<3 * Days>;3
2078;100.0;money_back;20/05/2020;11/06/2020;2887.0;21/05/2020;;;22/05/2020;11/06/2020;regular;;;;;<20 * Days>;20
2399;100.0;money_back;31/05/2020;02/07/2020;6079.0;01/06/2020;;;04/06/2020;02/07/2020;regular;;;;;<28 * Days>;28
